id.1,organization_id,age,gender,size,coat,tags,name_x,description,status,status_changed_at,published_at,distance,breeds.primary,colors.primary,attributes.spayed_neutered,attributes.house_trained,special_needs,shots_current,contact.address.city,contact.address.postcode,animal_id,organization_id.1,name_y
48650564,TX988,Young,Female,Medium,Short,[],MAtisse,"Meet Matisse!

Matisse came to SNIPSA after being rescued from a hoarding situation. When she arrived to our office, Matisse...",adopted,8/4/20 19:02,7/31/20 18:14,4.9128,Hound,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48650564,TX988,SNIPSA Inc.
48628746,TX988,Young,Male,Medium,Long,[],Douglas,Meet Douglas - this boy is a spirited higher energy dog that loves the world! He was rescued from a...,adopted,8/1/20 14:22,7/29/20 16:56,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48628746,TX988,SNIPSA Inc.
48627876,TX988,Young,Female,Medium,Medium,[],Harper,"Meet the always happy, Harper!

This collie mix is as sweet as they come-as soon as Harper sees you, she...",adopted,7/31/20 15:48,7/29/20 15:54,4.9128,Collie,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,FALSE,San Antonio,78209,48627876,TX988,SNIPSA Inc.
48610015,TX988,Baby,Male,Medium,Short,[],Nubs,"Check out sweet little Nubs!

Nubs got his name from his tail...or lack thereof. Though he does not have but...",adopted,7/31/20 15:48,7/27/20 20:03,4.9128,Australian Cattle Dog / Blue Heeler,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48610015,TX988,SNIPSA Inc.
48609678,TX988,Baby,Male,Medium,Short,[],Half Pint,"Meet Half Pint! 

This peppy pup is the happiest pup you’ll meet! He will run around with his foster pals...",adopted,7/31/20 20:25,7/27/20 19:18,4.9128,Hound,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48609678,TX988,SNIPSA Inc.
48609370,TX988,Baby,Female,Medium,Short,[],Maytag,"Is your refrigerator running? Well..you better go catch it! *ba dum tss*

As you can tell, we&#039;re running out of...",adopted,7/31/20 20:25,7/27/20 19:04,4.9128,Boxer,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48609370,TX988,SNIPSA Inc.
48609344,TX988,Baby,Female,Medium,Short,[],Bosch,"Is your refrigerator running? Well..you better go catch it! *ba dum tss*

As you can tell, we&#039;re running out of...",adopted,7/31/20 15:48,7/27/20 18:58,4.9128,Boxer,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48609344,TX988,SNIPSA Inc.
48607147,TX988,Baby,Female,Medium,Short,[],Danby,"Is your refrigerator running? Well..you better go catch it! *ba dum tss*

As you can tell, we&#039;re running out of...",adopted,7/31/20 18:23,7/27/20 18:53,4.9128,Boxer,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48607147,TX988,SNIPSA Inc.
48607100,TX988,Baby,Male,Medium,Medium,[],Beetle,"You&#039;ll be buggin&#039; to meet Butterfly, Beetle, and Grasshopper!

These little buggers came to SNIPSA covered head to toe in...",adopted,7/31/20 20:25,7/27/20 15:38,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48607100,TX988,SNIPSA Inc.
48607039,TX988,Baby,Female,Medium,Short,[],Butterfly,"You&#039;ll be buggin&#039; to meet Butterfly, Beetle, and Grasshopper!

These little buggers came to SNIPSA covered head to toe in...",adopted,7/31/20 15:48,7/27/20 15:35,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48607039,TX988,SNIPSA Inc.
48587402,TX988,Young,Male,Medium,Medium,[],Eli,"Cool as a cucumber, Eli is the carefree guy you’ve been searching for! Always relaxed and easy going, Eli enjoys...",adopted,8/3/20 16:44,7/24/20 19:57,4.9128,Australian Cattle Dog / Blue Heeler,Merle (Blue),TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48587402,TX988,SNIPSA Inc.
48576804,TX988,Baby,Male,Medium,Medium,[],Grasshopper,"You&#039;ll be buggin&#039; to meet Ant and Grasshopper!

These little buggers came to SNIPSA covered head to toe in hundreds...",adopted,7/27/20 15:18,7/23/20 20:57,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48576804,TX988,SNIPSA Inc.
48576760,TX988,Baby,Male,Medium,Medium,[],Ant,"You&#039;ll be buggin&#039; to meet Ant and Grasshopper!

These little buggers came to SNIPSA covered head to toe in hundreds...",adopted,7/24/20 15:20,7/23/20 20:52,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48576760,TX988,SNIPSA Inc.
48576509,TX988,Young,Female,Small,Short,[],Brooks,If you are looking for a jewel of a dog...look no further. Brooks is a JEWEL in a dog&#039;s body....,adopted,7/29/20 16:58,7/23/20 20:34,4.9128,Australian Cattle Dog / Blue Heeler,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48576509,TX988,SNIPSA Inc.
48575060,TX988,Young,Female,Large,Medium,[],Rose,"Meet a SNIPSA fave, Rose!

This gorgeous girl has come along while being in SNIPSA’s care. In fact, Rose has...",adopted,8/21/20 14:24,7/23/20 18:43,4.9128,Great Pyrenees,White / Cream,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,48575060,TX988,SNIPSA Inc.
48554743,TX988,Baby,Female,Medium,Short,[],Blackjack,"Meet our lucky lady, Blackjack!

This silly girl is your typical playful puppy-always chasing her foster friends around or hopping...",adopted,8/21/20 14:24,7/21/20 19:58,4.9128,Terrier,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48554743,TX988,SNIPSA Inc.
48541334,TX988,Young,Female,Small,Short,[],Mary,"If you are looking for a cute, loving, and easy-going gal to join you on your travels, look no further...",adopted,8/3/20 16:45,7/20/20 14:43,4.9128,Pug,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48541334,TX988,SNIPSA Inc.
48541275,TX988,Young,Female,Medium,Short,[],Mable,Happy-go-lucky should be Mable’s middle name! This sweet girl is always all smiles and wags when she’s with you. Mable...,adopted,7/31/20 18:23,7/20/20 14:26,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48541275,TX988,SNIPSA Inc.
48519879,TX988,Baby,Female,Medium,Short,[],Sadie,Sweet Sadie loves to go for walks alongside you and would love to tag along to the lake. With her...,adopted,7/24/20 17:12,7/17/20 18:30,4.9128,Catahoula Leopard Dog,Merle (Blue),TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48519879,TX988,SNIPSA Inc.
48519685,TX988,Young,Male,Medium,Short,[],Pluto,"It&#039;s mouse&#039;s best friend...Pluto!

Pluto is just the sweetest boy. He can be a little shy upon meeting you but...",adopted,7/20/20 19:19,7/17/20 18:20,4.9128,Rhodesian Ridgeback,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48519685,TX988,SNIPSA Inc.
48518047,TX988,Young,Male,Medium,Short,[],Chuck,Looking for someone to join you on your summer escapades? Look no further than Chuck! This handsome guy would love...,adopted,7/29/20 15:58,7/17/20 16:20,4.9128,Border Collie,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48518047,TX988,SNIPSA Inc.
48511504,TX988,Baby,Male,Medium,Short,[],Mason,"If you are looking for cute, outgoing, well socialized, spunky, and happy.... look no further! This group of precious pups...",adopted,7/23/20 17:50,7/16/20 21:22,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48511504,TX988,SNIPSA Inc.
48511456,TX988,Baby,Male,Medium,Short,[],Mack,"If you are looking for cute, outgoing, well socialized, spunky, and happy.... look no further! This group of precious pups...",adopted,7/20/20 14:10,7/16/20 21:17,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48511456,TX988,SNIPSA Inc.
48511224,TX988,Baby,Male,Medium,Short,[],Mikey,"If you are looking for cute, outgoing, well socialized, spunky, and happy.... look no further! This group of precious pups...",adopted,7/29/20 16:58,7/16/20 20:59,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48511224,TX988,SNIPSA Inc.
48506965,TX988,Baby,Female,Small,Short,[],cecilia,"Born in a church parking lot, these pug mix puppies have been living a blessed life! After their rescuer brought...",adopted,7/20/20 19:20,7/16/20 15:42,4.9128,Pug,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48506965,TX988,SNIPSA Inc.
48506888,TX988,Baby,Female,Small,Short,[],Theresa,"Born in a church parking lot, these pug mix puppies have been living a blessed life! After their rescuer brought...",adopted,7/27/20 15:20,7/16/20 15:35,4.9128,Pug,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48506888,TX988,SNIPSA Inc.
48506862,TX988,Baby,Male,Small,Short,[],Christopher,"Born in a church parking lot, these pug mix puppies have been living a blessed life! After their rescuer brought...",adopted,7/27/20 15:20,7/16/20 15:25,4.9128,Pug,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48506862,TX988,SNIPSA Inc.
48506838,TX988,Baby,Female,Small,Short,[],Monica,"Born in a church parking lot, these pug mix puppies have been living a blessed life! After their rescuer brought...",adopted,7/20/20 19:20,7/16/20 15:19,4.9128,Pug,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48506838,TX988,SNIPSA Inc.
48506794,TX988,Baby,Male,Small,Short,[],Patrick,"Born in a church parking lot, these pug mix puppies have been living a blessed life! After their rescuer brought...",adopted,7/20/20 19:21,7/16/20 15:13,4.9128,Pug,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48506794,TX988,SNIPSA Inc.
48496930,TX988,Baby,Female,Medium,Short,[],Zorrie,"Check out sweet little Zorrie!

This gorgeous girl will make your life much more fun and will always keep you...",adopted,7/20/20 14:11,7/15/20 16:46,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496930,TX988,SNIPSA Inc.
48496875,TX988,Baby,Female,Medium,Short,[],Zola,"Check out sweet little Zola!

This gorgeous girl will make your life much more fun and will always keep you...",adopted,7/16/20 14:38,7/15/20 16:40,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496875,TX988,SNIPSA Inc.
48496573,TX988,Young,Female,Medium,Short,[],Ruffles,Ruffles came to SNIPSA very pregnant and about to pop! So we set up a “birthing unit” in our SNIPSA...,adopted,7/28/20 19:15,7/15/20 16:32,4.9128,Retriever,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496573,TX988,SNIPSA Inc.
48496532,TX988,Baby,Male,Medium,Short,[],Cheezit,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/31/20 15:49,7/15/20 16:18,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496532,TX988,SNIPSA Inc.
48496495,TX988,Baby,Male,Medium,Short,[],GRaham,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/20/20 19:21,7/15/20 16:13,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496495,TX988,SNIPSA Inc.
48496386,TX988,Baby,Male,Medium,Short,[],Chex,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/20/20 14:11,7/15/20 16:07,4.9128,Retriever,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496386,TX988,SNIPSA Inc.
48496318,TX988,Baby,Female,Medium,Short,[],Triscuit,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/17/20 15:45,7/15/20 16:02,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496318,TX988,SNIPSA Inc.
48496201,TX988,Baby,Female,Medium,Short,[],Oyster,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/27/20 15:21,7/15/20 15:50,4.9128,Retriever,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496201,TX988,SNIPSA Inc.
48496182,TX988,Baby,Female,Medium,Short,[],Pringle,"Meet the Cracker litter!

Pringle, Oyster, Triscuit, Chex, Graham, and Cheezit were actually born in our SNIPSA office! After rescuing...",adopted,7/16/20 14:38,7/15/20 15:44,4.9128,Retriever,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48496182,TX988,SNIPSA Inc.
48484031,TX988,Adult,Male,Small,Curly,[],Opie,"Meet Mild Mannered Opie! This sweet boy has had a rough life. Though we don’t have all the details, we...",adopted,7/15/20 15:17,7/14/20 14:21,4.9128,Poodle,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48484031,TX988,SNIPSA Inc.
48478994,TX988,Baby,Male,Large,Short,[],Owen,"With his sweet puppy eyes and big ol’ face, it’s hard not to fall in love with him! Owen loves...",adopted,7/22/20 15:41,7/13/20 21:22,4.9128,Anatolian Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48478994,TX988,SNIPSA Inc.
48478848,TX988,Baby,Male,Large,Short,[],Luke,"With his sweet puppy eyes and big ol’ face, it’s hard not to fall in love with him! Luke loves...",adopted,7/16/20 14:39,7/13/20 21:06,4.9128,Anatolian Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48478848,TX988,SNIPSA Inc.
48478766,TX988,Baby,Male,Medium,Short,[],Mr. Fish,"Meet Mr. Fish!

This sweet boy is constantly doted on, cuddled with, and clearly fed well! You&#039;ll find Mr. Fish...",adopted,7/16/20 14:39,7/13/20 20:55,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48478766,TX988,SNIPSA Inc.
48478664,TX988,Baby,Female,Medium,Medium,[],Fiona,Fiona found her way to SNIPSA after a shelter a little outside of San Antonio was full to the brim...,adopted,7/16/20 14:39,7/13/20 20:43,4.9128,Australian Cattle Dog / Blue Heeler,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48478664,TX988,SNIPSA Inc.
48478605,TX988,Baby,Female,Small,Short,[],Phoebe,"Phoebe loves to play with her foster siblings but is also content to play on her own. In fact, she...",adopted,7/23/20 17:50,7/13/20 20:38,4.9128,Chihuahua,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48478605,TX988,SNIPSA Inc.
48470219,TX988,Baby,Male,Medium,Short,[],Mr. Otto,"Meet Mr. Otto!

This sweet boy is constantly doted on, cuddled with, and clearly fed well! You&#039;ll find Mr. Otto...",adopted,7/31/20 20:25,7/12/20 20:32,4.9128,Labrador Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48470219,TX988,SNIPSA Inc.
48470158,TX988,Baby,Male,Medium,Short,[],Mr. Georges,"Meet Mr. Georges!

This sweet boy is constantly doted on, cuddled with, and clearly fed well! You&#039;ll find Mr. Georges...",adopted,7/16/20 14:39,7/12/20 20:24,4.9128,Labrador Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48470158,TX988,SNIPSA Inc.
48470118,TX988,Baby,Male,Medium,Short,[],Mr. Archie,"Meet Mr. Archie!

This sweet boy is constantly doted on, cuddled with, and clearly fed well! You&#039;ll find Mr. Archie...",adopted,7/20/20 14:12,7/12/20 20:18,4.9128,Labrador Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48470118,TX988,SNIPSA Inc.
48450674,TX988,Baby,Male,Medium,Short,[],Hansel,Hansel loves a good morning snuggle while you’re sipping on your morning coffee. But once this floppy-eared hound mix is...,adopted,7/20/20 14:12,7/10/20 16:07,4.9128,Vizsla,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48450674,TX988,SNIPSA Inc.
48439611,TX988,Young,Male,Small,Short,[],Taz,"Meet our little Taz! 

Taz landed in SNIPSA’s adoption program with two other rescue dogs. They were well loved but...",adopted,8/10/20 20:42,7/9/20 15:11,4.9128,Chihuahua,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48439611,TX988,SNIPSA Inc.
48418685,TX988,Adult,Male,Small,Short,[],Rebel,"Sweet little Rebel would love to join your family! 

When Rebel sees you, his eyes light up and he has...",adopted,7/13/20 17:55,7/7/20 14:44,4.9128,Pug,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48418685,TX988,SNIPSA Inc.
48418601,TX988,Baby,Female,Medium,Short,[],Paige,"With ears like those, Paige hears all! And good thing too-we think they contribute to her quick learning skills. In...",adopted,7/20/20 19:22,7/7/20 14:30,4.9128,Shepherd,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48418601,TX988,SNIPSA Inc.
48418563,TX988,Young,Female,Medium,Short,[],Pancake,"Who doesn’t love breakfast in bed?

Pancake would love to join you every morning for breakfast especially if she’s snuggled...",adopted,7/13/20 17:55,7/7/20 14:23,4.9128,Black Mouth Cur,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48418563,TX988,SNIPSA Inc.
48398435,TX988,Baby,Male,Medium,Short,[],Avis,"With his forever smiling face and the constant “thump thump” of his tail wagging with excitement, you can’t help but...",adopted,7/13/20 17:55,7/6/20 0:10,4.9128,Beagle,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48398435,TX988,SNIPSA Inc.
48398393,TX988,Baby,Female,Medium,Medium,[],Hazel,"Playful as any puppy, Hazel loves to romp around all day! When Hazel isn&#039;t chasing after her foster pals or...",adopted,7/13/20 17:57,7/4/20 16:17,4.9128,Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48398393,TX988,SNIPSA Inc.
48398202,TX988,Young,Female,Large,Short,[],Gypsy,"Meet Gypsy! 

 This gentle giant is as sweet as they come-as soon as Gypsy sees you, she trots right up...",adopted,7/13/20 17:55,7/4/20 16:04,4.9128,Great Dane,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48398202,TX988,SNIPSA Inc.
48369872,TX988,Baby,Female,Small,Short,[],Zoey,"Zoey would love nothing more than to be part of your family!

Playful and silly, Zoey loves to romp around...",adopted,7/6/20 0:11,7/1/20 15:22,4.9128,Chihuahua,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48369872,TX988,SNIPSA Inc.
48351122,TX988,Baby,Female,Medium,Short,[],Daisy,"Meet the “D” Litter!

When they aren’t mischievously running about their foster’s house, they are playfully wrestling around with each...",adopted,7/1/20 15:08,6/29/20 16:09,4.9128,Shepherd,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48351122,TX988,SNIPSA Inc.
48310701,TX988,Baby,Male,Medium,Short,[],DAvid,"Meet the “D” Litter!

When they aren’t mischievously running about their foster’s house, they are playfully wrestling around with each...",adopted,6/29/20 15:45,6/24/20 19:30,4.9128,Shepherd,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48310701,TX988,SNIPSA Inc.
48310651,TX988,Baby,Female,Medium,Short,[],Danielle,"Meet the “D” Litter!

When they aren’t mischievously running about their foster’s house, they are playfully wrestling around with each...",adopted,7/7/20 14:52,6/24/20 19:24,4.9128,Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48310651,TX988,SNIPSA Inc.
48310586,TX988,Baby,Female,Medium,Short,[],Delilah,"Meet the “D” Litter!

When they aren’t mischievously running about their foster’s house, they are playfully wrestling around with each...",adopted,6/29/20 15:48,6/24/20 19:18,4.9128,Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48310586,TX988,SNIPSA Inc.
48310517,TX988,Baby,Male,Medium,Short,[],Dylan,"Meet the “D” Litter!

When they aren’t mischievously running about their foster’s house, they are playfully wrestling around with each...",adopted,7/9/20 14:48,6/24/20 19:09,4.9128,Shepherd,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48310517,TX988,SNIPSA Inc.
48309578,TX988,Baby,Female,Medium,,[],Darci,"Meet the “D” Litter!

These adorable husky mixes were found abandoned in a big milk carton in downtown San Antonio....",adopted,6/29/20 15:49,6/24/20 19:02,4.9128,Shepherd,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48309578,TX988,SNIPSA Inc.
48308812,TX988,Baby,Male,Small,Short,[],Danny,"Looking to make your house full?

Meet Danny, Jesse, and Joey! These three Pomeranian mixes can’t wait to find their...",adopted,6/29/20 15:49,6/24/20 17:17,4.9128,Pomeranian,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308812,TX988,SNIPSA Inc.
48308727,TX988,Baby,Male,Small,Short,[],Joey,"Looking to make your house full?

Meet Danny, Jesse, and Joey! These three Pomeranian mixes can’t wait to find their...",adopted,6/29/20 15:50,6/24/20 17:09,4.9128,Pomeranian,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308727,TX988,SNIPSA Inc.
48308629,TX988,Baby,Male,Small,Short,[],Jesse,"Looking to make your house full?

Meet Danny, Jesse, and Joey! These three Pomeranian mixes can’t wait to find their...",adopted,6/29/20 15:50,6/24/20 17:07,4.9128,Pomeranian,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308629,TX988,SNIPSA Inc.
48308516,TX988,Baby,Male,Small,Medium,[],Jesse,"Looking to make your house full?

Meet Danny, Jesse, and Joey! These three Pomeranian mixes can’t wait to find their...",adopted,6/24/20 17:11,6/24/20 16:51,4.9128,Pomeranian,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308516,TX988,SNIPSA Inc.
48308237,TX988,Baby,Male,Medium,Short,[],Dean,"Heart melter alert!!

Little Dean is the sweetest thing! He loves to cuddle up right next to you and lay...",adopted,6/29/20 15:50,6/24/20 16:30,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308237,TX988,SNIPSA Inc.
48308167,TX988,Young,Female,Small,Short,[],Heineken,"Meet Heineken! 

We instantly fell in love with Heineken with her sweet eyes and slight underbite. Look at her, how...",adopted,6/29/20 15:50,6/24/20 16:20,4.9128,Jack Russell Terrier,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48308167,TX988,SNIPSA Inc.
48298591,TX988,Young,Male,Medium,Medium,[],Lager,This fluffy shepherd mix will steal your heart as fast as he steals your spot on the couch. Lager absolutely...,adopted,7/3/20 16:12,6/23/20 17:27,4.9128,Shepherd,Black,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,48298591,TX988,SNIPSA Inc.
48298341,TX988,Adult,Female,Medium,Short,[],Amber,"We need all EARS: For those of you that haven&#039;t noticed our beautiful glowing Amber, put on your glasses and...",adopted,7/13/20 17:56,6/23/20 17:05,4.9128,Husky,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48298341,TX988,SNIPSA Inc.
48298059,TX988,Baby,Female,Medium,Short,[],Lucy,Looking for a happy-go-lucky gal? Look no further than Lucy! This beautiful Catahoula would love nothing more than to chase...,adopted,9/30/20 20:00,6/23/20 16:36,4.9128,Catahoula Leopard Dog,Merle (Red),TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48298059,TX988,SNIPSA Inc.
48288366,TX988,Young,Female,Small,Short,[],FRankie,"Meet our favorite little tripawd….Frankie!

This tiny 8 pound chihuahua might only have 3 legs but she can keep up...",adopted,6/24/20 17:25,6/22/20 16:19,4.9128,Chihuahua,White / Cream,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,48288366,TX988,SNIPSA Inc.
48288082,TX988,Baby,Female,Medium,Short,[],Elderberry,"You’ll be berry excited when you meet our berry litter! 

These little husky mixes came without a mom or dad...",adopted,6/23/20 17:55,6/22/20 15:58,4.9128,Husky,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48288082,TX988,SNIPSA Inc.
48288041,TX988,Baby,Female,Medium,Short,[],Blueberry,"You’ll be berry excited when you meet our berry litter! 

These little husky mixes came without a mom or dad...",adopted,6/23/20 17:55,6/22/20 15:50,4.9128,Husky,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48288041,TX988,SNIPSA Inc.
48287896,TX988,Baby,Male,Medium,Short,[],Boysenberry,"?You’ll be berry excited when you meet Boysenberry!

These little shepherd/husky mix came without a mom or dad so breed...",adopted,6/24/20 19:36,6/22/20 15:42,4.9128,Husky,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48287896,TX988,SNIPSA Inc.
48287842,TX988,Baby,Male,Medium,Short,[],Strawberry,"You’ll be berry excited when you meet our berry litter! 

These little husky mixes came without a mom or dad...",adopted,6/24/20 15:07,6/22/20 15:35,4.9128,Husky,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48287842,TX988,SNIPSA Inc.
48257804,TX988,Baby,Female,Medium,Short,[],Maggie,This floppy eared girl is the epitome of a puppy! With her silly puppy antics  and adorable pip-squeak of a...,adopted,6/23/20 15:44,6/18/20 18:24,4.9128,Boxer,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48257804,TX988,SNIPSA Inc.
48257723,TX988,Baby,Female,Medium,Short,[],Maribelle,This floppy eared girl is the epitome of a puppy! With her giant puppy belly and adorable pip-squeak of a...,adopted,6/29/20 15:53,6/18/20 18:20,4.9128,Boxer,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48257723,TX988,SNIPSA Inc.
48247878,TX988,Baby,Female,Medium,Short,[],Mocha,"No, she won’t take your complicated coffee order, but she will take your heart! Mocha loves a good morning snuggle...",adopted,6/29/20 15:52,6/17/20 17:59,4.9128,Hound,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48247878,TX988,SNIPSA Inc.
48247311,TX988,Baby,Female,Medium,Short,[],Cappuccino,"No, she won’t take your complicated coffee order, but she will take your heart! Cappuccino loves a good morning snuggle...",adopted,6/29/20 16:00,6/17/20 17:13,4.9128,Hound,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48247311,TX988,SNIPSA Inc.
48247209,TX988,Baby,Female,Medium,Short,[],Macchiato,"No, she won’t take your complicated coffee order, but she will take your heart! Macchiato loves a good morning snuggle...",adopted,7/21/20 16:09,6/17/20 17:01,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48247209,TX988,SNIPSA Inc.
48247035,TX988,Baby,Male,Medium,Short,[],Cortado,"No, he won’t take your complicated coffee order, but he will take your heart! Cortado loves a good morning snuggle...",adopted,7/20/20 14:12,6/17/20 16:46,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48247035,TX988,SNIPSA Inc.
48247017,TX988,Baby,Male,Medium,Short,[],Americano,"No, he won’t take your complicated coffee order, but he will take your heart! Americano loves a good morning snuggle...",adopted,7/7/20 14:52,6/17/20 16:35,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,48247017,TX988,SNIPSA Inc.
